id,predict_time,category,flag,ds,yhat,yhat_lower,yhat_upper,trend,trend_lower,trend_upper,yearly,yearly_lower,yearly_upper,additive_terms,additive_terms_lower,additive_terms_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper
1,2021-06-30,forex,EUR,1970-12-31,0.487596422447,0.285119624718,0.672273211890,-0.191521653354,-0.191521653354,-0.191521653354,0.679118075800,0.679118075800,0.679118075800,0.67911807580023,0.67911807580023,0.67911807580023,0,0,0
2,2021-06-30,forex,EUR,1971-12-31,0.486044921191,0.293484879245,0.682724586979,-0.182032462115,-0.182032462115,-0.182032462115,0.668077383306,0.668077383306,0.668077383306,0.668077383305869,0.668077383305869,0.668077383305869,0,0,0
3,2021-06-30,forex,EUR,1972-12-31,0.514544401116,0.314506947701,0.711557214378,-0.172517273092,-0.172517273092,-0.172517273092,0.687061674207,0.687061674207,0.687061674207,0.687061674207482,0.687061674207482,0.687061674207482,0,0,0
4,2021-06-30,forex,EUR,1973-12-31,0.522420826236,0.334350064706,0.718467200728,-0.163028081898,-0.163028081898,-0.163028081898,0.685448908134,0.685448908134,0.685448908134,0.685448908134493,0.685448908134493,0.685448908134493,0,0,0
5,2021-06-30,forex,EUR,1974-12-31,0.525579185146,0.328283139206,0.727260316809,-0.153538890654,-0.153538890654,-0.153538890654,0.679118075800,0.679118075800,0.679118075800,0.679118075800228,0.679118075800228,0.679118075800228,0,0,0
6,2021-06-30,forex,EUR,1975-12-31,0.524027683896,0.332917300039,0.712426545803,-0.144049699410,-0.144049699410,-0.144049699410,0.668077383306,0.668077383306,0.668077383306,0.668077383305849,0.668077383305849,0.668077383305849,0,0,0
7,2021-06-30,forex,EUR,1976-12-31,0.552527163765,0.359486097626,0.739694649233,-0.134534510442,-0.134534510442,-0.134534510442,0.687061674207,0.687061674207,0.687061674207,0.687061674207482,0.687061674207482,0.687061674207482,0,0,0
8,2021-06-30,forex,EUR,1977-12-31,0.560403588802,0.371122142527,0.756351320203,-0.125045319333,-0.125045319333,-0.125045319333,0.685448908134,0.685448908134,0.685448908134,0.685448908134495,0.685448908134495,0.685448908134495,0,0,0
9,2021-06-30,forex,EUR,1978-12-31,0.563561947577,0.364095375000,0.765541873579,-0.115556128223,-0.115556128223,-0.115556128223,0.679118075800,0.679118075800,0.679118075800,0.679118075800222,0.679118075800222,0.679118075800222,0,0,0
10,2021-06-30,forex,EUR,1979-12-31,0.562010446118,0.371604484778,0.744807180721,-0.106066937188,-0.106066937188,-0.106066937188,0.668077383306,0.668077383306,0.668077383306,0.668077383305855,0.668077383305855,0.668077383305855,0,0,0
11,2021-06-30,forex,EUR,1980-12-31,0.590509925786,0.388385226483,0.778749612441,-0.096551748421,-0.096551748421,-0.096551748421,0.687061674207,0.687061674207,0.687061674207,0.68706167420748,0.68706167420748,0.68706167420748,0,0,0
12,2021-06-30,forex,EUR,1981-12-31,0.598386350696,0.391224928764,0.781041806413,-0.087062557438,-0.087062557438,-0.087062557438,0.685448908134,0.685448908134,0.685448908134,0.685448908134491,0.685448908134491,0.685448908134491,0,0,0
13,2021-06-30,forex,EUR,1982-12-31,0.601544709281,0.401240410130,0.798472682734,-0.077573366519,-0.077573366519,-0.077573366519,0.679118075800,0.679118075800,0.679118075800,0.679118075800227,0.679118075800227,0.679118075800227,0,0,0
14,2021-06-30,forex,EUR,1983-12-31,0.599993207653,0.393453167764,0.795789578463,-0.068084175653,-0.068084175653,-0.068084175653,0.668077383306,0.668077383306,0.668077383306,0.668077383305865,0.668077383305865,0.668077383305865,0,0,0
15,2021-06-30,forex,EUR,1984-12-31,0.628492687203,0.430405570417,0.835332100817,-0.058568987004,-0.058568987004,-0.058568987004,0.687061674207,0.687061674207,0.687061674207,0.687061674207483,0.687061674207483,0.687061674207483,0,0,0
16,2021-06-30,forex,EUR,1985-12-31,0.636369112011,0.435768473608,0.843583712123,-0.049079796124,-0.049079796124,-0.049079796124,0.685448908135,0.685448908135,0.685448908135,0.6854489081345,0.6854489081345,0.6854489081345,0,0,0
17,2021-06-30,forex,EUR,1986-12-31,0.639527470556,0.445306573427,0.820403188277,-0.039590605244,-0.039590605244,-0.039590605244,0.679118075800,0.679118075800,0.679118075800,0.679118075800248,0.679118075800248,0.679118075800248,0,0,0
18,2021-06-30,forex,EUR,1987-12-31,0.637975968723,0.460080633386,0.828097691824,-0.030101414583,-0.030101414583,-0.030101414583,0.668077383306,0.668077383306,0.668077383306,0.668077383305851,0.668077383305851,0.668077383305851,0,0,0
