,ds,y
0,2017-12-31,106898.0
1,2013-12-31,86984.0
2,2016-12-31,110631.0
3,2018-12-31,107165.0
4,2014-12-31,129981.0
5,2012-12-31,126265.0
6,2015-12-31,211809.0
7,2010-12-31,142265.0
8,2019-12-31,132461.0
9,2011-12-31,124208.0
